"ID","SALE.TYPE","SOLD.DATE","PROPERTY.TYPE","CITY","STATE","ZIP","BEDS","BATHS","LOCATION","SQUARE.FEET","LOT.SIZE","YEAR.BUILT","DAYS.ON.MARKET","X..SQUARE.FEET","HOA.MONTH","STATUS","NEXT.OPEN.HOUSE.START.TIME","NEXT.OPEN.HOUSE.END.TIME","SOURCE","FAVORITE","INTERESTED","LATITUDE","LONGITUDE","TARGET"
8422,"MLS Listing",NA,"Single Family Residential","Rancho Mission Viejo","CA","92694",3,2.5,"ESEN - Esencia",1800,3600,2017,2,411,227,"Active","March-10-2018 01:00 PM","March-10-2018 04:00 PM","CRMLS","N","Y","33.5","-117.6","TRUE"
8423,"MLS Listing",NA,"Single Family Residential","Miami","FL","33184",5,5,"Vesubio Sub",3851,7535,2015,12,218,NA,"Active","","","MARMLS","N","Y","25.8"," -80.4","TRUE"
8424,"MLS Listing",NA,"Single Family Residential","Ladera Ranch","CA","92694",5,4.5,"LD - Ladera Ranch",3711,7630,2005,8,354,163,"Active","","","CRMLS","N","Y","33.5","-117.6","TRUE"
8425,"New Construction Plan",NA,"Single Family Residential","Raleigh","NC","27606",4,2.5,"Baileys Retreat",2638,NA,NA,NA,197,NA,"Active","","","NewHomeFeed","N","Y","35.7"," -78.7","TRUE"
8426,"MLS Listing",NA,"Single Family Residential","Jacksonville","FL","32277",3,2,"Arlington Hills",1328,NA,1959,201,94,NA,"Active","","","NEFLMLS","N","Y","30.4"," -81.6","FALSE"
8427,"MLS Listing",NA,"Townhouse","Newport Beach","CA","92663",1,1,"N6 - Newport Heights",1000,1000,1979,59,600,315,"Active","","","CRMLS","N","Y","33.6","-117.9","TRUE"
8428,"MLS Listing",NA,"Single Family Residential","Orlando","FL","32821",2,2,"Orlando",1662,9848,1987,5,150,60,"Active","","","MFRMLS","N","Y","28.4"," -81.4","FALSE"
8429,"MLS Listing",NA,"Single Family Residential","Atlanta","GA","30327-2504",6,7.5,"Buckhead",14128,89733,2018,180,375,NA,"Active","","","GAMLS","N","Y","33.9"," -84.4","TRUE"
8430,"MLS Listing",NA,"Single Family Residential","Atlanta","GA","30309",4,3.5,"Loring Heights",NA,NA,2017,202,NA,NA,"Active","","","FMLS","N","Y","33.8"," -84.4","TRUE"
8431,"MLS Listing",NA,"Townhouse","Orlando","FL","32827",3,3.5,"Orlando",2188,1645,2018,21,175,281,"Active","","","MFRMLS","N","Y","28.4"," -81.3","TRUE"
8432,"MLS Listing",NA,"Condo/Co-op","Seal Beach","CA","90740",2,0.75,"1A - Seal Beach",800,1100,1962,55,320,358,"Active","","","CRMLS","N","Y","33.8","-118.1","FALSE"
8433,"MLS Listing",NA,"Single Family Residential","Newport Coast","CA","92657",6,9,"CR - Crystal Cove",10637,18875,2017,62,1691,1015,"Active","","","CRMLS","N","Y","33.6","-117.8","TRUE"
8434,"MLS Listing",NA,"Condo/Co-op","Atlanta","GA","30305",5,6.5,"Emerson",6211,NA,2017,211,1196,NA,"Active","","","GAMLS","N","Y","33.8"," -84.4","TRUE"
8435,"MLS Listing",NA,"Condo/Co-op","Rancho Mission Viejo","CA","92694",2,1.75,"ESEN - Esencia",1830,NA,2017,130,600,320,"Active","","","CRMLS","N","Y","33.5","-117.6","TRUE"
8436,"New Construction Plan",NA,"Single Family Residential","Atlanta","GA","30331",3,2,"Bedford Estates",2757,NA,NA,NA,104,NA,"Active","","","NewHomeSource.com","N","Y","33.7"," -84.6","FALSE"
8437,"MLS Listing",NA,"Townhouse","Miami","FL","33137",2,2,"One Bay Residences",1420,NA,2017,135,492,NA,"Active","","","MARMLS","N","Y","25.8"," -80.2","TRUE"
8438,"MLS Listing",NA,"Townhouse","Baltimore","MD","21217",2,1,"Unsure",1210,22651,1880,100,33,NA,"Active","","","MRIS","N","Y","39.3"," -76.6","FALSE"
8439,"MLS Listing",NA,"Single Family Residential","San Clemente","CA","92673",2,2,"TL - Talega",2055,5632,2001,10,418,440,"Active","","","CRMLS","N","Y","33.5","-117.6","TRUE"
8440,"MLS Listing",NA,"Condo/Co-op","Miami","FL","33130",2,2,"The Ivy",1087,NA,2008,1363,321,615,"Active","","","MARMLS","N","Y","25.8"," -80.2","TRUE"
8441,"MLS Listing",NA,"Single Family Residential","Floral Park","NY","11004",3,3.5,"Floral Park",NA,4000,1945,69,NA,NA,"Active","","","MLSLI","N","Y","40.7"," -73.7","TRUE"
8442,"MLS Listing",NA,"Townhouse","Baltimore","MD","21209",3,2.5,"Rockland Ridge",2280,3579,2017,114,252,317,"Active","","","MRIS","N","Y","39.4"," -76.7","TRUE"
8443,"MLS Listing",NA,"Single Family Residential","Fullerton","CA","92832",3,1.75,"83 - Fullerton",2471,9226,1950,12,283,NA,"Active","March-11-2018 01:00 PM","March-11-2018 04:00 PM","CRMLS","N","Y","33.9","-117.9","TRUE"
8444,"MLS Listing",NA,"Single Family Residential","Staten Island","NY","10309",4,4,"Princes Bay",2842,8488,2011,35,351,NA,"Active","","","SIBORMLS","N","Y","40.5"," -74.2","TRUE"
8445,"MLS Listing",NA,"Single Family Residential","Miami","FL","33138",3,2.5,"Belle Meade Island",3150,14850,1949,37,841,NA,"Active","","","MARMLS","N","Y","25.8"," -80.2","TRUE"
8446,"MLS Listing",NA,"Multi-Family (2-4 Unit)","St. Albans","NY","11412",6,5,"St. Albans",2150,3500,1940,28,416,NA,"Active","","","MLSLI","N","Y","40.7"," -73.7","TRUE"
8447,"MLS Listing",NA,"Single Family Residential","Miami","FL","33172",3,2,"Fontainebleau West North",1534,4323,2012,62,257,150,"Active","","","MARMLS","N","Y","25.8"," -80.4","TRUE"
8448,"MLS Listing",NA,"Single Family Residential","Bayside","NY","11364",3,2.5,"Bayside",3000,7000,1940,91,423,NA,"Active","","","MLSLI","N","Y","40.7"," -73.8","TRUE"
8449,"MLS Listing",NA,"Single Family Residential","Orlando","FL","32836",5,4,"Orlando",3785,12633,1998,48,171,140,"Active","","","MFRMLS","N","Y","28.4"," -81.5","TRUE"
8450,"MLS Listing",NA,"Single Family Residential","Atlanta","GA","30324",3,4.5,"Broadview Place",NA,NA,2018,28,NA,13,"Active","","","GAMLS","N","Y","33.8"," -84.4","TRUE"
8451,"MLS Listing",NA,"Townhouse","Miami","FL","33183",2,2.5,"Kendall Lks E View",1190,NA,1985,93,185,235,"Active","","","MARMLS","N","Y","25.7"," -80.4","FALSE"
8452,"MLS Listing",NA,"Townhouse","Baltimore","MD","21224",2,2,"Patterson Place",990,NA,1900,153,191,NA,"Active","","","MRIS","N","Y","39.3"," -76.6","FALSE"
8453,"MLS Listing",NA,"Single Family Residential","Orlando","FL","32806",3,2,"Orlando",1376,6732,1951,147,246,NA,"Active","","","MFRMLS","N","Y","28.5"," -81.4","TRUE"
8454,"MLS Listing",NA,"Single Family Residential","Jacksonville","FL","32207",2,1,"Wilcox",796,NA,1947,152,95,NA,"Active","","","NEFLMLS","N","Y","30.3"," -81.6","FALSE"
8455,"MLS Listing",NA,"Moorage","Coral Gables","FL","33134",2,2.5,"Amalfi In The Gables",2187,NA,2018,30,315,21,"Active","","","MARMLS","N","Y","25.8"," -80.3","TRUE"
8456,"MLS Listing",NA,"Single Family Residential","Raleigh","NC","27601",3,2,"Wake",1842,10890,1956,100,163,NA,"Active","","","TMLS","N","Y","35.8"," -78.6","FALSE"
8457,"MLS Listing",NA,"Townhouse","Atlanta","GA","30324",3,3.5,"Brownstones At Cosmopolitan",NA,NA,2018,82,NA,NA,"Active","March-7-2018 11:00 AM","March-7-2018 06:00 PM","FMLS","N","Y","33.8"," -84.4","TRUE"
8458,"MLS Listing",NA,"Single Family Residential","Anaheim Hills","CA","92808",4,3.5,"77 - Anaheim Hills",3920,22500,1977,100,343,NA,"Active","March-10-2018 01:00 PM","March-10-2018 04:00 PM","CRMLS","N","Y","33.9","-117.8","TRUE"
8459,"MLS Listing",NA,"Townhouse","Miami","FL","33129",2,2,"The Brickell Inn",980,NA,1968,41,321,366,"Active","","","MARMLS","N","Y","25.8"," -80.2","TRUE"
8460,"MLS Listing",NA,"Condo/Co-op","Santa Ana","CA","92701",2,2,"70 - Santa Ana North of First",984,NA,1974,53,362,343,"Active","","","CRMLS","N","Y","33.8","-117.8","TRUE"
8461,"MLS Listing",NA,"Condo/Co-op","North Bay Village","FL","33141",1,1,"The Islander Club",760,NA,1969,156,195,650,"Active","","","MARMLS","N","Y","25.9"," -80.2","FALSE"
8462,"MLS Listing",NA,"Townhouse","Henrico","VA","23230",3,2.5,"Libbie Mill - Midtown",1802,NA,2017,58,188,150,"Active",NA,NA,"CVRMLS","N","Y","37.6"," -77.5","TRUE"
8463,"MLS Listing",NA,"Single Family Residential","Raleigh","NC","27606",3,3,"Athens Grove",2813,6969,2010,55,131,42,"Active","","","TMLS","N","Y","35.8"," -78.7","TRUE"
8464,"MLS Listing",NA,"Multi-Family (2-4 Unit)","Woodside","NY","11377",6,3,"Woodside",1860,2000,1925,20,698,NA,"Active","","","MLSLI","N","Y","40.7"," -73.9","TRUE"
8465,"MLS Listing",NA,"Townhouse","Cary","NC","27519",3,4,"Wake",2197,2047,2018,16,152,200,"Active","","","TMLS","N","Y","35.8"," -78.9","TRUE"
8466,"New Construction Plan",NA,"Single Family Residential","Irvine","CA","92618",4,4.5,"Altair Irvine: Solstice",3327,NA,NA,NA,455,NA,"Active","","","NewHomeSource.com","N","Y","33.7","-117.7","TRUE"
8467,"MLS Listing",NA,"Single Family Residential","Cary","NC","27518",3,3,"Wake",2434,4791,2018,118,170,130,"Active","","","TMLS","N","Y","35.8"," -78.8","TRUE"
8468,"MLS Listing",NA,"Single Family Residential","Staten Island","NY","10309",3,3,"Rossville",1400,1580,1983,2,368,268,"Active","","","SIBORMLS","N","Y","40.6"," -74.2","TRUE"
8469,"MLS Listing",NA,"Condo/Co-op","Irvine","CA","92612",1,1,"AA - Airport Area",648,NA,2005,12,627,325,"Active","","","CRMLS","N","Y","33.7","-117.9","TRUE"
8470,"MLS Listing",NA,"Condo/Co-op","Dana Point","CA","92629",2,3,"DO - Del Obispo",2038,NA,2018,9,673,391,"Active","","","CRMLS","N","Y","33.5","-117.7","TRUE"
8471,"MLS Listing",NA,"Single Family Residential","Sandy Springs","GA","30350",4,4.5,"Deerfield",NA,18992,1981,13,NA,NA,"Active","","","FMLS","N","Y","34.0"," -84.3","TRUE"
8472,"MLS Listing",NA,"Single Family Residential","Jacksonville","FL","32218",3,2,"Brier Hill",1483,NA,1998,12,88,8,"Active","","","NEFLMLS","N","Y","30.4"," -81.7","FALSE"
8473,"New Construction Plan",NA,"Townhouse","Atlanta","GA","30329",3,4,"Enclave at Druid Hills",2960,NA,NA,NA,196,NA,"Active","","","NewHomeSource.com","N","Y","33.8"," -84.3","TRUE"
8474,"MLS Listing",NA,"Single Family Residential","Dana Point","CA","92629",3,2.75,"DO - Del Obispo",2034,19500,1964,14,460,NA,"Active","","","CRMLS","N","Y","33.5","-117.7","TRUE"
8475,"New Construction Plan",NA,"Single Family Residential","Atlanta","GA","30324",3,3.5,"Broadview Place Manor",2677,NA,NA,NA,240,NA,"Active","","","NewHomeSource.com","N","Y","33.8"," -84.4","TRUE"
8476,"MLS Listing",NA,"Single Family Residential","Brooklyn","NY","11234",3,2.5,"Brooklyn",1657,2000,1930,47,422,NA,"Active","","","BNYMLS","N","Y","40.6"," -73.9","TRUE"
8477,"MLS Listing",NA,"Condo/Co-op","Miami","FL","33132",1,1.5,"Marina Blue",845,NA,2008,299,432,527,"Active","","","MARMLS","N","Y","25.8"," -80.2","TRUE"
8478,"MLS Listing",NA,"Condo/Co-op","Miami","FL","33131",1,1,"The Plaza Brickell Condo",774,NA,2008,287,530,480,"Active","","","MARMLS","N","Y","25.8"," -80.2","TRUE"
8479,"MLS Listing",NA,"Multi-Family (2-4 Unit)","Bronx","NY","10456",7,3,"Bronx",2430,1441,1901,98,267,NA,"Active","","","HGMLS","N","Y","40.8"," -73.9","TRUE"
8480,"New Construction Plan",NA,"Single Family Residential","Cary","NC","27519",4,2.5,"The Pines at Wake Crossing",3246,NA,NA,NA,155,NA,"Active","","","NewHomeSource.com","N","Y","35.8"," -78.9","TRUE"
8481,"MLS Listing",NA,"Condo/Co-op","Atlanta","GA","30309",3,3.5,"Opus Place",NA,NA,2019,29,NA,NA,"Active","","","GAMLS","N","Y","33.8"," -84.4","TRUE"
8482,"MLS Listing",NA,"Single Family Residential","Richmond","VA","23222",3,2.5,"Brookland Park",2118,5401,1910,34,168,NA,"Active",NA,NA,"CVRMLS","N","Y","37.6"," -77.4","TRUE"
8483,"MLS Listing",NA,"Single Family Residential","Staten Island","NY","10306",3,3,"Midland Beach",1400,2325,2018,36,500,NA,"Active","","","SIBORMLS","N","Y","40.6"," -74.1","TRUE"
8484,"MLS Listing",NA,"Multi-Family (2-4 Unit)","St. Albans","NY","11412",6,5,"St. Albans",2368,7535,1989,79,350,NA,"Active","","","MLSLI","N","Y","40.7"," -73.8","TRUE"
8485,"MLS Listing",NA,"Single Family Residential","Jacksonville","FL","32210",4,2,"Cedar Hills Estates",1274,NA,1958,28,98,NA,"Active","","","NEFLMLS","N","Y","30.3"," -81.8","FALSE"
8486,"MLS Listing",NA,"Condo/Co-op","Miami","FL","33137",1,1,"",800,NA,2015,744,439,NA,"Active","","","MARMLS","N","Y","25.8"," -80.2","TRUE"
8487,"MLS Listing",NA,"Single Family Residential","Orlando","FL","32827",5,6,"Orlando",6890,31279,2007,211,428,498,"Active","","","MFRMLS","N","Y","28.4"," -81.3","TRUE"
8488,"New Construction Plan",NA,"Townhouse","Atlanta","GA","30324",3,2.5,"Stonehill at Lenox",2255,NA,NA,NA,297,NA,"Active","","","NewHomeSource.com","N","Y","33.8"," -84.4","TRUE"
8489,"MLS Listing",NA,"Single Family Residential","Miami","FL","33155",2,1,"Coral Way Sec C",1187,4550,1949,86,274,NA,"Active","","","MARMLS","N","Y","25.7"," -80.3","TRUE"
8490,"New Construction Plan",NA,"Single Family Residential","Apex","NC","27523",4,4.5,"Enclave at White Oak Creek",4280,NA,NA,NA,150,NA,"Active","","","NewHomeSource.com","N","Y","35.8"," -78.9","TRUE"
8491,"MLS Listing",NA,"Single Family Residential","Richmond","VA","23220",4,4.5,"Carver",2212,3868,1900,36,203,NA,"Active",NA,NA,"CVRMLS","N","Y","37.6"," -77.4","TRUE"
8492,"MLS Listing",NA,"Single Family Residential","Sandy Springs","GA","30350",4,4.5,"Rivergate",NA,51169,1983,2,NA,NA,"Active","","","FMLS","N","Y","34.0"," -84.3","TRUE"
8493,"MLS Listing",NA,"Single Family Residential","Brooklyn","NY","11203",3,2.5,"Brooklyn",NA,3000,1925,59,NA,NA,"Active","","","MLSLI","N","Y","40.6"," -73.9","TRUE"
8494,"New Construction Plan",NA,"Single Family Residential","Cary","NC","27519",4,3.5,"Amberly",3706,NA,NA,NA,159,NA,"Active","","","NewHomeSource.com","N","Y","35.8"," -78.9","TRUE"
8495,"MLS Listing",NA,"Single Family Residential","Irvine","CA","92602",5,4,"OH - Orchard Hills",2932,5464,2016,37,571,195,"Active","","","CRMLS","N","Y","33.7","-117.8","TRUE"
8496,"MLS Listing",NA,"Single Family Residential","Coto de Caza","CA","92679",5,4,"CC - Coto De Caza",4100,6196,1998,13,312,225,"Active","March-11-2018 01:00 PM","March-11-2018 04:00 PM","CRMLS","N","Y","33.6","-117.6","TRUE"
8497,"MLS Listing",NA,"Single Family Residential","Orlando","FL","32818",4,2,"Orlando",1664,11422,1984,24,114,17,"Active","March-12-2018 11:00 AM","March-12-2018 03:00 PM","MFRMLS","N","Y","28.6"," -81.5","FALSE"
8498,"MLS Listing",NA,"Single Family Residential","Midway City","CA","92655",3,2,"699 - Not Defined",1079,7215,1956,13,616,NA,"Active","","","CRMLS","N","Y","33.7","-118.0","TRUE"
8499,"MLS Listing",NA,"Single Family Residential","Orlando","FL","32803",4,2.5,"Orlando",2309,14307,1949,78,136,NA,"Active","","","MFRMLS","N","Y","28.5"," -81.4","TRUE"
8500,"MLS Listing",NA,"Single Family Residential","Yorba Linda","CA","92887",5,5.5,"85 - Yorba Linda",4425,16000,1990,12,292,NA,"Active","","","CRMLS","N","Y","33.9","-117.7","TRUE"
8501,"MLS Listing",NA,"Single Family Residential","Sandy Springs","GA","30327-4423",5,8,"Buckhead",10184,111077,2000,149,204,NA,"Active","","","GAMLS","N","Y","33.9"," -84.4","TRUE"
8502,"MLS Listing",NA,"Condo/Co-op","Miami","FL","33186",2,2,"Calusa Club Village",1152,NA,1987,23,187,382,"Active","","","MARMLS","N","Y","25.7"," -80.4","FALSE"
8503,"MLS Listing",NA,"Condo/Co-op","Little Neck","NY","11362",2,1,"Deepdale Gardens",950,NA,1950,11,367,NA,"Active","","","MLSLI","N","Y","40.8"," -73.7","TRUE"
8504,"MLS Listing",NA,"Multi-Family (2-4 Unit)","Miami","FL","33127",0,NA,"Wyndwood Park",1454,NA,1928,40,481,NA,"Active","","","MARMLS","N","Y","25.8"," -80.2","TRUE"
8505,"MLS Listing",NA,"Vacant Land","Chapel Hill","NC","",NA,NA,"Big Woods Hills",NA,252648,NA,152,NA,NA,"Active","","","TMLS","N","Y","35.8"," -79.0","FALSE"
8506,"MLS Listing",NA,"Single Family Residential","Cary","NC","27518",3,3,"Renaissance at Regency",2297,4748,2018,586,183,235,"Active","","","TMLS","N","Y","35.7"," -78.8","TRUE"
8507,"MLS Listing",NA,"Single Family Residential","Miami","FL","33168",3,1,"5th Addn To Lawndale",1108,7950,1954,212,212,NA,"Active","","","MARMLS","N","Y","25.9"," -80.2","FALSE"
8508,"MLS Listing",NA,"Single Family Residential","Coto de Caza","CA","92679",5,4.5,"CC - Coto De Caza",3993,8050,1991,43,292,127,"Active","","","CRMLS","N","Y","33.6","-117.6","TRUE"
8509,"MLS Listing",NA,"Single Family Residential","Fairfax","VA","22032",5,3,"Bonnie Brae",2540,12521,1973,27,252,NA,"Active","","","MRIS","N","Y","38.8"," -77.3","TRUE"
8510,"MLS Listing",NA,"Townhouse","Baltimore","MD","21223",2,1,"Camden Station",NA,21780,1950,34,NA,NA,"Active","","","MRIS","N","Y","39.3"," -76.6","FALSE"
8511,"New Construction Home",NA,"Townhouse","Atlanta","GA","30339",3,3.5,"Abbington at Wildwood",3250,NA,2017,307,237,NA,"Active","","","NewHomeSource.com","N","Y","33.8"," -84.4","TRUE"
8512,"MLS Listing",NA,"Single Family Residential","Far Rockaway","NY","11691",3,2,"Far Rockaway",NA,1089,1930,15,NA,NA,"Active","","","MLSLI","N","Y","40.6"," -73.8","FALSE"
8513,"MLS Listing",NA,"Condo/Co-op","Jackson Heights","NY","11372",1,1,"Southridge 3",NA,NA,1957,77,NA,NA,"Active","","","MLSLI","N","Y","40.8"," -73.9","FALSE"
8514,"MLS Listing",NA,"Single Family Residential","Jacksonville","FL","32234",3,2,"Maxville Farms",1403,NA,2017,421,153,NA,"Active","","","NEFLMLS","N","Y","30.2"," -82.0","FALSE"
8515,"MLS Listing",NA,"Vacant Land","Orlando","FL","32819",0,NA,"Orlando",NA,31618,NA,275,NA,NA,"Active","","","MFRMLS","N","Y","28.5"," -81.5","FALSE"
8516,"MLS Listing",NA,"Single Family Residential","Raleigh","NC","27613",4,5,"Atherton",5570,42688,2002,100,142,NA,"Active","","","TMLS","N","Y","35.9"," -78.7","TRUE"
8517,"MLS Listing",NA,"Single Family Residential","Atlanta","GA","30327-1915",7,7,"",NA,36590,1991,197,NA,NA,"Active","","","GAMLS","N","Y","33.8"," -84.4","TRUE"
8518,"MLS Listing",NA,"Single Family Residential","Baltimore","MD","21229",3,1,"Violetville",1252,5140,1925,2,167,NA,"Active","","","MRIS","N","Y","39.3"," -76.7","FALSE"
8519,"MLS Listing",NA,"Single Family Residential","Miami","FL","33176",6,5.5,"Matagar Acres",4685,34529,2017,188,469,NA,"Active","","","MARMLS","N","Y","25.7"," -80.3","TRUE"
8520,"MLS Listing",NA,"Single Family Residential","Coconut Grove","FL","33133",3,2,"Woodridge Sub",1739,9380,1947,22,503,NA,"Active","","","MARMLS","N","Y","25.7"," -80.3","TRUE"
8521,"MLS Listing",NA,"Townhouse","Orlando","FL","32836",3,2,"Orlando",1615,9064,1984,39,179,250,"Active","","","MFRMLS","N","Y","28.4"," -81.5","FALSE"
8522,"MLS Listing",NA,"Single Family Residential","Orlando","FL","32832",3,2,"Orlando",1848,14580,1971,156,89,NA,"Active","","","MFRMLS","N","Y","28.4"," -81.2","FALSE"
8523,"MLS Listing",NA,"Condo/Co-op","Miami","FL","33131",1,1,"The Club At Brickell Bay",825,NA,2005,55,295,NA,"Active","","","MARMLS","N","Y","25.8"," -80.2","FALSE"
8524,"MLS Listing",NA,"Townhouse","Miami","FL","33133",4,3.5,"Pent",2881,NA,2007,2,340,NA,"Active","","","MARMLS","N","Y","25.7"," -80.2","TRUE"
8525,"MLS Listing",NA,"Single Family Residential","Atlanta","GA","30309",5,4.5,"Ansley Park",4918,9365,2017,373,406,NA,"Active","","","GAMLS","N","Y","33.8"," -84.4","TRUE"
8526,"MLS Listing",NA,"Condo/Co-op","Durham","NC","27701",2,2,"Durham",1350,NA,2019,60,478,405,"Active","","","TMLS","N","Y","36.0"," -78.9","TRUE"
8527,"MLS Listing",NA,"Single Family Residential","Atlanta","GA","30316",5,3,"",3388,87120,1945,108,133,NA,"Active","","","GAMLS","N","Y","33.7"," -84.3","TRUE"
8528,"MLS Listing",NA,"Single Family Residential","Baltimore","MD","21215",5,1.5,"Ashburton",1608,7800,1924,163,152,NA,"Active","","","MRIS","N","Y","39.3"," -76.7","FALSE"
8529,"MLS Listing",NA,"Single Family Residential","Raleigh","NC","27617",3,3,"Regency",2826,8712,2011,1,177,195,"Active","","","TMLS","N","Y","35.9"," -78.8","TRUE"
8530,"MLS Listing",NA,"Single Family Residential","Jacksonville","FL","32224",5,5.5,"Pablo Creek Reserve",4620,NA,2011,16,286,275,"Active","","","NEFLMLS","N","Y","30.3"," -81.4","TRUE"
8531,"MLS Listing",NA,"Condo/Co-op","Miami","FL","33172",3,3,"Fernwoods Condo",1538,NA,1973,667,143,315,"Active","","","MARMLS","N","Y","25.8"," -80.3","FALSE"
8532,"MLS Listing",NA,"Condo/Co-op","Miami","FL","33131",2,2,"Echo Brickell",1296,NA,2017,30,1042,1205,"Active","","","MARMLS","N","Y","25.8"," -80.2","TRUE"
8533,"MLS Listing",NA,"Condo/Co-op","Atlanta","GA","30305",2,2,"Parklane On Peachtree",NA,NA,1967,43,NA,NA,"Active","","","FMLS","N","Y","33.8"," -84.4","FALSE"
8534,"New Construction Home",NA,"Townhouse","Cary","NC","27519",3,3,"Amberly Glen - Designer Collection",1855,NA,2018,49,191,NA,"Active","","","NewHomeSource.com","N","Y","35.8"," -78.9","TRUE"
8535,"MLS Listing",NA,"Single Family Residential","Rancho Santa Margarita","CA","92688",2,2.5,"R2 - Rancho Santa Margarita Central",1988,6159,1990,47,377,415,"Active","","","CRMLS","N","Y","33.6","-117.6","TRUE"
8536,"MLS Listing",NA,"Townhouse","Sandy Springs","GA","30342",2,2.5,"Glenridge Creek",NA,NA,2004,45,NA,NA,"Active","","","FMLS","N","Y","33.9"," -84.3","TRUE"
8537,"MLS Listing",NA,"Single Family Residential","Orlando","FL","32810",3,2,"Orlando",1272,12003,1960,118,161,NA,"Active","","","MFRMLS","N","Y","28.6"," -81.4","FALSE"
8538,"MLS Listing",NA,"Single Family Residential","Atlanta","GA","30318-7313",4,2.5,"Collier Heights",1406,21780,1960,47,100,NA,"Active","","","GAMLS","N","Y","33.8"," -84.5","FALSE"
8539,"MLS Listing",NA,"Single Family Residential","Miami","FL","33186",4,3,"Brandon Estates",2885,9361,1989,26,177,NA,"Active","","","MARMLS","N","Y","25.7"," -80.4","TRUE"
8540,"MLS Listing",NA,"Single Family Residential","Atlanta","GA","30331",5,4,"Falls at Cascade Palms Ph 1",NA,186872400,2016,104,NA,33,"Active","","","GAMLS","N","Y","33.7"," -84.6","FALSE"
8541,"MLS Listing",NA,"Vacant Land","Orlando","FL","32833",0,NA,"Orlando",NA,57064,NA,539,NA,NA,"Active","","","MFRMLS","N","Y","28.5"," -81.1","FALSE"
8542,"MLS Listing",NA,"Condo/Co-op","Miami","FL","33181",4,4,"Jockey Club Iii",NA,NA,1982,5,NA,NA,"Active","","","MARMLS","N","Y","25.9"," -80.2","TRUE"
8543,"MLS Listing",NA,"Single Family Residential","Atlanta","GA","30327",5,5.5,"Buckhead",NA,NA,1955,16,NA,NA,"Active","","","FMLS","N","Y","33.9"," -84.4","TRUE"
8544,"MLS Listing",NA,"Condo/Co-op","Orlando","FL","32835",2,2,"Orlando",1138,8845,2004,2,125,303,"Active","","","MFRMLS","N","Y","28.5"," -81.5","FALSE"
8545,"MLS Listing",NA,"Single Family Residential","Jacksonville","FL","32225",5,3,"Summerbrook",3831,NA,2005,30,86,42,"Active","","","NEFLMLS","N","Y","30.3"," -81.5","TRUE"
8546,"New Construction Plan",NA,"Townhouse","Chamblee","GA","30341",3,3.5,"Towns at North Peachtree",2242,NA,NA,NA,181,NA,"Active","","","NewHomeSource.com","N","Y","33.9"," -84.3","TRUE"
8547,"MLS Listing",NA,"Condo/Co-op","Miami","FL","33133",1,1,"Nevis Condo",814,NA,2007,105,344,417,"Active","","","MARMLS","N","Y","25.7"," -80.3","FALSE"
8548,"MLS Listing",NA,"Condo/Co-op","E. Elmhurst","NY","11370",1,1,"Garden Bay",865,NA,1939,25,376,512,"Active","","","MLSLI","N","Y","40.8"," -73.9","TRUE"
8549,"MLS Listing",NA,"Single Family Residential","Mission Viejo","CA","92691",6,2.5,"MS - Mission Viejo South",2882,6900,1972,2,312,21,"Active","March-8-2018 10:00 AM","March-8-2018 01:00 PM","CRMLS","N","Y","33.6","-117.7","TRUE"
8550,"MLS Listing",NA,"Single Family Residential","Pinecrest","FL","33156",4,4,"Country Squire Mnr Sec 4",3100,15028,1964,169,355,NA,"Active","","","MARMLS","N","Y","25.7"," -80.3","TRUE"
8551,"MLS Listing",NA,"Condo/Co-op","Brooklyn","NY","11218",0,1,"Brooklyn",445,NA,NA,58,551,NA,"Active","","","BNYMLS","N","Y","40.6"," -74.0","FALSE"
8552,"New Construction Plan",NA,"Single Family Residential","Orlando","FL","32827",4,5.5,"Enclave at VillageWalk",4345,NA,NA,NA,167,NA,"Active","","","NewHomeSource.com","N","Y","28.4"," -81.3","TRUE"
8553,"New Construction Plan",NA,"Single Family Residential","North Chesterfield","VA","23237",3,2.5,"Silverleaf Single Family",1680,NA,NA,NA,148,NA,"Active",NA,NA,"NewHomeSource.com","N","Y","37.4"," -77.5","FALSE"
8554,"MLS Listing",NA,"Multi-Family (2-4 Unit)","Brooklyn","NY","11223",6,2.5,"Brooklyn",3600,3600,NA,107,416,NA,"Active","March-11-2018 01:00 PM","March-11-2018 03:00 PM","BNYMLS","N","Y","40.6"," -74.0","TRUE"
8555,"MLS Listing",NA,"Single Family Residential","Raleigh","NC","27607",4,5,"Wake",4695,6969,2017,217,229,NA,"Active","","","TMLS","N","Y","35.8"," -78.7","TRUE"
8556,"MLS Listing",NA,"Single Family Residential","Irvine","CA","92603",6,6.5,"SH - Shady Canyon",7000,24829,2003,197,1085,600,"Active","","","CRMLS","N","Y","33.6","-117.8","TRUE"
8557,"MLS Listing",NA,"Single Family Residential","Raleigh","NC","27615",3,3,"Wake",2782,9539,2018,101,191,99,"Active","","","TMLS","N","Y","35.9"," -78.7","TRUE"
8558,"MLS Listing",NA,"Condo/Co-op","Orlando","FL","32822",2,2,"Orlando",953,94715,1982,2,104,214,"Active","","","MFRMLS","N","Y","28.5"," -81.3","FALSE"
